ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
1472,40,49805.17077459819,0.16985783708444585,1,186,6005,1400,7219
1473,33,20503.44269105211,0.05729773619088932,0,12,0,0,-12
1474,18,23264.69514682895,0.004871713628587248,1,48,14140,1645,15737
1475,47,22942.918295733944,0.07128398577640699,1,220,5786,1690,7256
1476,45,20745.92061505798,0.17719959430153406,0,49,0,0,-49
1477,27,29027.371383133977,0.1930189304014542,1,1109,7706,4837,11434
1478,29,29514.685493023004,0.06125777442786096,1,1116,13854,6166,18904
1479,31,27485.332601235525,0.08909661633657823,0,14,0,0,-14
1480,28,36995.95647217559,0.1493338419087236,0,76,0,0,-76
1481,21,24055.993233781286,0.10106119955956759,1,379,9319,1479,10419
1482,43,21722.373437513932,0.02375391651563265,1,44,7608,2093,9657
1483,64,30302.522310315675,0.10781290547698287,1,438,5848,1936,7346
1484,41,20833.565630029247,0.009860894624928715,1,167,6979,2313,9125
1485,75,30287.36042386323,0.016038075843958072,1,2339,12097,1604,11362
1486,34,22843.645346188092,0.23710828168197462,0,11,0,0,-11
1487,67,27964.00615150222,0.3118606515797521,0,83,0,0,-83
1488,20,20118.461249623324,0.2690107314234914,1,612,6399,1422,7209
1489,36,30216.150355552072,0.04194837987132775,1,883,5746,1927,6790
1490,23,29491.58457130617,0.04146616971544965,1,402,5883,1740,7221
1491,43,23953.596619479835,0.0068928498522438176,1,956,7254,1824,8122
1492,21,30724.034374122955,0.08788585872620519,0,4,0,0,-4
1493,59,27373.088818452685,0.07667354677548259,0,53,0,0,-53
1494,70,27780.0269308369,0.04669213515025545,1,577,25371,1847,26641
1495,19,31638.961004207344,0.021196453141025157,1,153,27019,1467,28333
1496,39,20443.252866421823,0.22733686667983935,1,460,5243,1539,6322
1497,71,26125.095813824024,0.06511412627700054,1,1066,5752,3418,8104
1498,61,35694.56940825779,0.0900596400041821,1,1664,6650,1628,6614
1499,47,22822.989509653282,0.5072766958508049,1,1699,6372,1485,6158
1500,24,22272.628919296585,0.045943128987902836,1,165,6127,2057,8019
1501,23,28315.085602495008,0.22981534719180638,1,800,12409,1364,12973
1502,24,37960.90939048103,0.09404370848755086,1,737,7086,1348,7697
1503,52,31093.755067755446,0.028851214236251775,1,182,5401,2609,7828
1504,35,34117.57062436405,0.2682165176251996,1,431,7868,1467,8904
1505,28,22883.282808085416,0.21162074445317008,1,152,11639,1420,12907
1506,26,21116.032543521356,0.27470615851786306,1,88,8942,1899,10753
1507,62,20308.54242929785,0.1641023550073756,0,11,0,0,-11
1508,23,47923.49461761118,0.17265499063804446,1,363,8522,1800,9959
1509,19,43200.07187616353,0.2930930066359924,0,131,0,0,-131
1510,39,38326.905375958275,0.00023972371554737565,1,89,5772,1442,7125
1511,38,38318.21716598122,0.06469518740656333,1,1234,11905,2215,12886
1512,19,51891.09839672171,0.019936603567643558,1,51,76852,2555,79356
1513,69,20210.683874715513,0.11684565199641907,1,200,6615,1511,7926
1514,33,24341.44560873024,0.22574549636164423,1,548,5575,1361,6388
1515,72,25428.490373453104,0.060133724343184265,1,76,5539,1783,7246
1516,28,25598.343629641815,0.047122209024584624,1,2793,6517,1582,5306
1517,20,44666.559998492914,0.06803493586003413,1,432,8208,1798,9574
1518,40,25666.80508858837,0.08833147694009066,0,40,0,0,-40
1519,29,33942.43627592724,0.01913759713310416,1,551,36601,1571,37621
1520,66,30598.688227790666,0.028277978510718508,1,79,13362,1439,14722
1521,64,25704.315536924158,0.037594778983598594,0,107,0,0,-107
1522,22,23965.92357552456,0.06859685105581144,1,379,5699,1510,6830
1523,29,23071.001627745867,0.017218430317282648,1,1270,7390,1752,7872
1524,51,27277.17005878876,0.3212110813047744,0,3,0,0,-3
1525,33,25919.085894974127,0.08828793069641577,1,112,5650,1371,6909
1526,55,29667.908570774165,0.0011605324146929214,1,344,10636,1503,11795
1527,41,33334.299494893,0.06305884821609223,1,146,7131,1824,8809
1528,19,36161.840089456346,0.09630780832062302,1,672,11071,1348,11747
1529,28,29789.464446111877,0.049161222819447875,1,324,31733,2367,33776
1530,29,27126.124600782874,0.5943039244252414,0,156,0,0,-156
1531,25,22298.0178067412,0.12544913182997106,1,617,6191,1876,7450
1532,52,21113.35789168464,0.09642067344773741,1,1978,10571,3614,12207
1533,24,21533.985371832332,0.07711184552872108,1,350,5318,1631,6599
1534,27,35100.31135622482,0.02866230126966523,0,64,0,0,-64
1535,18,40194.321281746394,0.09519436799309779,1,1041,35072,1828,35859
1536,54,20277.713844342583,0.29942763901589237,1,920,7351,1586,8017
1537,28,21534.40430520365,0.20224346031517962,1,89,14747,2487,17145
1538,72,23315.469649204017,0.231112003906368,0,17,0,0,-17
1539,53,21813.625347371475,0.046533654886350646,1,69,7896,2474,10301
1540,24,44010.20181311731,0.3522863278215675,1,532,14458,1340,15266
1541,18,22188.131364753342,0.1570901376065285,0,35,0,0,-35
1542,45,26718.216371781848,0.1265309333243001,1,561,6196,2500,8135
1543,35,26468.51517892568,0.17741200811578242,0,59,0,0,-59
1544,22,63894.70791738546,0.19897540443474077,1,164,6710,1503,8049
1545,45,22752.116490690416,0.056522665036762634,1,591,9600,1361,10370
1546,36,26247.29062450599,0.12583714674246327,1,864,5581,2111,6828
1547,65,20620.595083471813,0.4047771065820452,0,43,0,0,-43
1548,27,35691.17839713905,0.01998455671138162,0,19,0,0,-19
1549,69,39158.76218276525,0.06500524669720525,0,13,0,0,-13
1550,53,24248.37396512692,0.019297903891992846,1,810,44952,1807,45949
1551,41,29691.10876242864,0.028639387229677807,0,25,0,0,-25
1552,19,21213.441787513388,0.19278113869737057,1,476,10494,3533,13551
1553,55,41588.60247262024,0.2069914245635321,1,273,6733,2845,9305
1554,23,24823.89190578083,0.1933952051876061,1,200,6530,1640,7970
1555,20,36920.48993145291,0.19501332254053275,1,124,6997,1491,8364
1556,34,23992.51548610682,0.030460345240467417,0,27,0,0,-27
1557,61,21939.810087334576,0.019322210512072512,1,81,6656,2473,9048
1558,32,24581.873161482323,0.03711097736956615,0,83,0,0,-83
1559,51,23490.0021710256,0.05696391406504621,1,139,12827,1732,14420
1560,34,28524.391051718005,0.13134523803824424,0,38,0,0,-38
1561,18,47684.5608182888,0.09906342507404677,1,587,7058,2438,8909
1562,31,29373.27240847988,0.0377783930936515,1,252,5382,2346,7476
1563,58,23254.945046725294,0.05259877579522234,1,1546,16093,1343,15890
1564,72,28731.727402163746,0.36503670715049336,1,11,17046,1414,18449
1565,47,32976.15538028461,0.24636743216496249,1,370,5621,3529,8780
1566,50,24846.397576080944,0.13347651872000935,1,596,7244,1604,8252
1567,22,27017.86365925209,0.1927860986411531,1,883,6492,1461,7070
1568,30,28705.76911438758,0.07281171644005038,0,14,0,0,-14
1569,22,35700.28374939176,0.1587421138924685,1,1089,5891,4636,9438
1570,51,31127.660439057916,0.023564313998434287,1,1185,6592,2893,8300
1571,37,23670.440731543946,0.28387448233365375,0,77,0,0,-77
1572,37,23279.010302273135,0.08234264548497722,1,208,10284,2011,12087
1573,44,20893.318010913026,0.026820040848307667,0,10,0,0,-10
1574,60,88907.70817017362,0.02722704650752536,0,143,0,0,-143
1575,65,21546.2042624285,0.028351901809210676,1,162,7667,1358,8863
1576,74,21398.66296643895,0.02338533191628967,1,172,30264,1345,31437
1577,39,25424.61370201587,0.06719467715811547,1,1034,7401,2264,8631
1578,51,21805.961046285836,0.1620295760970968,1,21,13208,1432,14619
1579,65,64573.2698160386,0.020870676059131038,0,2,0,0,-2
1580,60,23683.417440868045,0.07431933174030701,1,180,24992,1773,26585
1581,26,110406.35712541202,0.17480986829535083,1,545,11777,1384,12616
1582,28,22888.13240150861,0.017894296948026373,1,580,5933,3144,8497
1583,48,22659.857102455666,0.02081040219974462,1,34,5927,2241,8134
1584,26,21631.284471615778,0.009365401582830323,1,49,6208,1574,7733
1585,20,43939.65483598135,0.0604855962298975,1,620,9580,1658,10618
1586,35,21439.45503007412,0.03236221673417384,1,130,6482,1514,7866
1587,43,20608.85715158842,0.12310626378019876,1,619,5596,2938,7915
1588,28,20775.27776251811,0.11415868303996647,1,438,8145,1437,9144
1589,56,20676.34098536816,0.2408786167662056,1,502,5385,1589,6472
1590,68,27575.906820524626,0.10044242750742012,0,122,0,0,-122
1591,27,27885.7311387762,0.10878175660855399,1,1055,8283,2619,9847
1592,70,20633.143447822848,0.04856445816230987,1,1911,8328,2685,9102
1593,21,20022.405781205962,0.026370572316248477,1,123,6052,1538,7467
1594,18,55804.96676315476,0.028831783153209858,1,320,5328,1752,6760
1595,20,21107.966688047374,0.14173336895302122,0,5,0,0,-5
1596,49,38862.760466976586,0.26378363313615893,1,157,6023,1955,7821
1597,68,30916.591938542468,0.01670897364639745,0,57,0,0,-57
1598,62,23970.204818042075,0.08681331468941847,1,726,35121,1370,35765
1599,56,26687.18197352458,0.18871496226171142,1,115,9707,2216,11808
1600,28,31667.338850104003,0.05279230580993642,1,2308,18151,1966,17809
1601,24,57055.30904951668,0.3304078563165066,0,160,0,0,-160
1602,19,27597.82347506977,0.020293374263205592,1,78,6571,1404,7897
1603,28,31699.061446707696,0.0049867405314456366,1,545,6019,1652,7126
1604,50,22269.801353663144,0.23833777311625118,0,86,0,0,-86
1605,20,67781.59598931271,0.1642434092625845,0,53,0,0,-53
1606,25,28062.635580565566,0.15968333807737858,1,1024,5958,1482,6416
1607,57,27030.061420384915,0.14766193346024953,0,36,0,0,-36
1608,72,27413.928503960706,0.03752695112915403,1,614,5971,2310,7667
1609,41,32635.701896564304,0.017560113859820353,1,215,6131,1490,7406
1610,66,27067.326602504614,0.5314923591090679,0,231,0,0,-231
1611,18,22767.887984155128,0.20284237517979206,1,303,15539,1488,16724
1612,22,23790.852467422497,0.06353156257136118,0,22,0,0,-22
1613,64,20660.011693206456,0.011214202390352597,1,136,7481,1546,8891
1614,50,28626.313495594986,0.016842089237189117,1,694,5741,2232,7279
1615,40,24906.87137675463,0.1503044986589774,1,87,16139,2709,18761
1616,46,28022.55823138461,0.31277602780631664,0,64,0,0,-64
1617,54,43968.41952343516,0.1371345440633562,1,263,7385,1462,8584
1618,33,24419.509922672365,0.16715712133043412,0,25,0,0,-25
1619,21,20753.888092902533,0.061838613580995426,1,121,5654,1403,6936
1620,46,36758.23811573004,0.0802199212926757,0,85,0,0,-85
1621,70,61101.84705771584,0.044111119570448054,1,531,5833,1970,7272
1622,30,22145.598330727476,0.235219993106385,1,525,6994,2277,8746
1623,37,20786.640072282255,0.03240071392704121,1,879,5522,7298,11941
1624,33,28185.804278193096,0.05181786788620257,1,145,7659,1720,9234
1625,20,27390.6720016562,0.12025626572764071,1,696,5421,4448,9173
1626,47,31496.641273926252,0.08652523456819812,1,139,5962,1384,7207
1627,56,21752.07011409563,0.16840393231811904,1,204,5382,1433,6611
1628,41,29045.57381887598,0.23087888328945272,0,65,0,0,-65
1629,48,25190.2013508605,0.06319339442588393,1,243,13411,1781,14949
1630,26,20431.020236926175,0.12654465726986824,1,1325,6534,1341,6550
1631,45,21257.02476888907,0.029049912463990794,0,41,0,0,-41
1632,48,31695.559161480316,0.03285737410562567,1,1321,6287,1625,6591
1633,39,25234.872130154745,0.07232109550849193,1,172,6128,3383,9339
1634,61,33254.40895313129,0.0510639118914472,1,1234,6488,1647,6901
1635,30,45192.20079389195,0.15873664907088667,1,518,6662,2479,8623
1636,21,23331.979918903988,0.014593698957031692,1,79,10983,1364,12268
1637,62,25586.813444016134,0.0916873895918736,1,1037,6224,1365,6552
1638,58,32587.59955060147,0.1363922068044228,1,52,6177,1441,7566
1639,44,33210.97972412972,0.03246356105129691,1,705,6684,1739,7718
1640,18,47811.05260247628,0.08141962341557045,1,413,5322,2225,7134
1641,48,30370.92231638902,0.02763986022955905,1,535,7523,4941,11929
1642,47,23976.86634829353,0.2322878863439229,1,771,7671,4154,11054
1643,36,27875.233263464976,0.007907550710278608,1,261,6018,1830,7587
1644,34,30254.32717349628,0.06296371633447266,1,496,14620,1953,16077
1645,27,23050.043120495287,0.3522683526655174,0,40,0,0,-40
1646,34,30732.42398805013,0.2401188329676144,1,523,12988,1354,13819
1647,18,28428.683515059525,0.05692978166215547,1,241,5430,1780,6969
1648,34,28080.226729438444,0.03385165668686656,1,78,38736,1500,40158
1649,45,26102.264642152262,0.26131278598901475,1,279,7557,1409,8687
1650,44,21192.976671124045,0.1423958403105437,1,672,8205,2389,9922
1651,51,26921.73110521392,0.2275211406562566,0,34,0,0,-34
1652,25,30408.777766426672,0.12886597275377162,1,421,6145,1653,7377
1653,28,24937.9783675779,0.35347576245741524,1,763,7991,6934,14162
1654,74,21822.750719873075,0.02284946234263024,1,114,7661,1681,9228
1655,74,37688.296625309784,0.026207237090730313,0,8,0,0,-8
1656,23,22813.807785001547,0.10320231491739044,1,369,8193,5707,13531
1657,32,21656.89889510268,0.051963829816542254,1,719,6235,1719,7235
1658,26,28733.685069915813,0.1718307152106779,1,853,15342,2377,16866
1659,64,22335.10350550162,0.26086768480713796,0,17,0,0,-17
1660,27,31017.834678639018,0.0528388297608987,1,766,5278,1941,6453
1661,42,36340.588967788346,0.187434962763844,0,165,0,0,-165
1662,22,20072.180512124705,0.2915881169101994,1,1111,13223,1562,13674
1663,38,24452.506491773707,0.11521503043280269,1,126,10193,1642,11709
1664,36,40200.57387143533,0.15258745738915472,1,158,14579,1352,15773
1665,30,39572.95337828969,0.01938790276599452,1,132,7951,1383,9202
1666,31,20590.782430121766,0.00925314908208589,1,395,5239,1373,6217
1667,22,26085.896722042562,0.008587060574110537,1,189,8809,2334,10954
1668,66,28231.970583447535,0.09619293591453403,0,99,0,0,-99
1669,23,22046.64817250889,0.03693581886505277,1,545,5517,3618,8590
1670,53,36237.036878800754,0.20612927206076823,1,80,7682,1635,9237
1671,72,23129.49022717638,0.07552432724517726,1,59,8159,1390,9490
1672,62,26343.112392997853,0.12545342826423805,1,591,8756,1587,9752
1673,22,29507.30252916385,0.12538156074398119,1,540,29648,1418,30526
1674,31,20111.20397320389,0.04583376348698365,1,81,5344,1431,6694
1675,67,43003.995388744275,0.014217238355569517,0,1,0,0,-1
1676,37,26990.820289268242,0.027999027136153105,1,210,14020,1666,15476
1677,32,24865.13001622911,0.10006731751244988,1,649,5302,1636,6289
1678,56,22902.800812728663,0.06480084278603063,1,537,6062,2703,8228
1679,63,29636.854118842253,0.025735633847880645,0,43,0,0,-43
1680,28,20240.83387355833,0.09502901182314039,1,675,5614,1941,6880
1681,26,48640.70821996909,0.061118482760145,1,530,6519,2395,8384
1682,23,20779.55228779619,0.13922039078756765,1,799,7228,1465,7894
1683,19,20304.90829677181,0.03587610146463517,1,2639,8595,1353,7309
1684,66,42875.568021652216,0.11608928664563914,1,1916,6183,1537,5804
1685,29,31097.02788350613,0.25525720809714214,0,135,0,0,-135
1686,30,20686.22648035602,0.05251945953245518,0,35,0,0,-35
1687,24,21544.823982853446,0.09832813029305817,0,8,0,0,-8
1688,21,59777.46669947647,0.10109492801714189,1,39,6969,1799,8729
1689,22,49900.4752341745,0.4810369958930897,1,51,6365,1341,7655
1690,36,29878.208559730952,0.005845319567009468,1,254,7997,1701,9444
1691,39,27337.124754984525,0.09190570570156,1,627,6500,1517,7390
1692,19,20560.10722568732,0.2668797375259569,1,408,7085,1414,8091
1693,71,35114.073657780405,0.12464033043546507,1,392,26019,1964,27591
1694,68,20165.322991016015,0.20995418758411574,1,343,7051,1925,8633
1695,42,29324.628497557107,0.04060798127313913,1,431,20262,1933,21764
1696,39,68455.52183538371,0.25746592521077255,0,58,0,0,-58
1697,70,20878.985221160772,0.08441025055568971,0,48,0,0,-48
1698,74,20503.674218325294,0.24634320544523872,1,122,5265,1986,7129
1699,72,31326.586673737216,0.03194014528273012,1,341,6914,2057,8630
1700,21,21150.86703619506,0.021947981282356633,1,538,6395,1658,7515
1701,44,20434.70261075388,0.06041304438882161,1,311,12622,1445,13756
1702,48,25640.95129963319,0.09139828332032039,1,98,11174,2542,13618
1703,58,22148.858330953808,0.021095594004106447,1,1073,5607,13966,18500
1704,71,26167.703043465408,0.07737690377945719,1,128,6839,2677,9388
1705,53,26038.99616327079,0.25926335657198735,0,8,0,0,-8
1706,29,27474.937826807807,0.14546439794673913,1,45,8482,3820,12257
1707,68,20665.556149291802,0.2114069398025962,0,43,0,0,-43
1708,19,21625.612324915845,0.010753638280755182,1,180,19267,2760,21847
1709,45,34706.717037442984,0.18145082554286823,0,20,0,0,-20
1710,41,21550.492378759314,0.3763498206826649,1,306,10871,1366,11931
1711,73,23519.647984965923,0.08579561798393692,1,848,6083,2770,8005
1712,40,38667.78363108586,0.11839557636402279,0,1,0,0,-1
1713,19,26309.15291936175,0.06661806241559864,1,313,7368,5983,13038
1714,44,21038.76346105537,0.04454801238851622,0,78,0,0,-78
1715,46,20541.095702092887,0.026238312571264834,1,28,6520,2639,9131
1716,30,22603.796057307423,0.13340312251456538,1,64,5719,1663,7318
1717,62,50305.65323494073,0.011204298860580667,1,342,6474,1346,7478
1718,49,24068.27479658912,0.06944978187739219,1,238,7096,1712,8570
1719,59,22401.244990086943,0.07151508641301114,1,2151,5305,2363,5517
1720,39,26445.003831384216,0.19689549286043384,1,2413,6583,1406,5576
1721,39,54183.08724625566,0.13834141110426487,1,253,5932,1750,7429
1722,30,22722.18700890709,0.2100701174918726,0,75,0,0,-75
1723,26,30455.24213376316,0.11053543682287922,0,90,0,0,-90
1724,45,26614.443700496562,0.01754941775652217,1,782,10273,1460,10951
1725,53,43901.14088371275,0.15574030461462943,1,1133,15146,1492,15505
1726,72,28208.164312601148,0.08866106061807444,0,30,0,0,-30
1727,18,22351.36051840002,0.16236502355340915,1,1401,9094,1789,9482
1728,31,22765.809328267427,0.15143172483737466,1,677,8083,1943,9349
1729,53,37134.873028919494,0.08104836155724868,1,585,5333,2040,6788
1730,35,21967.340312948836,0.19502133804245342,1,264,7492,1720,8948
1731,72,20172.85263540968,0.026413825541700988,1,241,6267,1476,7502
1732,27,20003.44092435253,0.10532163773688559,0,48,0,0,-48
1733,26,30782.571458176502,0.1102932672974498,1,593,30766,1369,31542
1734,75,186646.36541775335,0.0937506369011465,1,60,8023,1337,9300
1735,23,24287.813677826685,0.15051486583934245,1,130,9336,1448,10654
1736,59,31094.391017328882,0.21625321230412545,1,347,6642,1351,7646
1737,36,24879.310946513608,0.07657962129767118,0,20,0,0,-20
1738,50,21218.78629432306,0.005314517794426358,1,229,6430,1748,7949
1739,57,42612.33355453531,0.010825779359540912,1,1676,5977,2755,7056
1740,36,27480.302304254146,0.003648951382734517,1,712,7865,1486,8639
1741,62,27620.638137888327,0.0511695656574866,1,195,5594,1811,7210
1742,43,28342.46256500789,0.09753247052888168,0,32,0,0,-32
1743,61,24501.422406620695,0.08274348528566187,0,102,0,0,-102
1744,31,21771.20697453793,0.1583590384825253,1,126,9997,1372,11243
1745,31,51653.24802914389,0.10089603529661414,0,74,0,0,-74
1746,71,27427.23887095778,0.0569732984439309,1,1132,10818,1708,11394
1747,35,41466.38801719714,0.09930691217475776,1,305,11283,1618,12596
1748,45,20644.921677552935,0.041018932174148336,1,790,5550,1460,6220
1749,38,27274.887214255385,0.2693732561735967,1,451,8587,2995,11131
1750,26,22540.084525748352,0.02700272907043024,1,1217,5600,1475,5858
1751,52,20638.6006306155,0.28262756263733124,1,2185,9269,1350,8434
1752,18,25484.662863891688,0.008035156601916492,1,3261,7551,1988,6278
1753,71,23540.19989949851,0.07029630035493117,1,539,8882,2010,10353
1754,44,27842.53891243078,0.16261034824309334,0,34,0,0,-34
1755,27,25756.975275972414,0.2866038656542689,0,116,0,0,-116
1756,25,24852.431459157437,0.08364368801867304,1,2360,5834,2402,5876
1757,19,28179.6344914144,0.04594664404629839,1,382,5448,2678,7744
1758,44,25016.42910731028,0.2205458971693943,0,7,0,0,-7
1759,43,32032.08997171586,0.07809851718056536,1,221,7444,2549,9772
1760,31,35178.56258758618,0.009729580771312581,0,21,0,0,-21
1761,49,21303.467831254475,0.3266730369387338,0,12,0,0,-12
1762,44,20776.064820966676,0.03834149329536296,1,753,5558,1870,6675
1763,63,23022.18881413614,0.12110149294863488,1,493,6586,1447,7540
1764,24,40074.892480455244,0.11229031034336581,1,627,5764,5124,10261
1765,71,27527.26015989793,0.09945345218997763,1,534,8432,1373,9271
1766,18,21590.976986875427,0.015991166980652803,1,633,5733,1353,6453
1767,47,21117.022995822255,0.007563824489330759,1,219,8995,2457,11233
1768,58,22911.31501921835,0.053369038779167856,1,1480,5436,2504,6460
1769,60,24293.591729309243,0.0016084668290389684,1,526,31123,2723,33320
1770,35,29453.719590620793,0.04099062419069051,1,105,45033,2299,47227
1771,72,34903.836718864,0.1510347893607442,1,375,7712,1375,8712
1772,29,75560.44778457629,0.020738707613824466,1,1178,5609,1635,6066
1773,34,21239.50072636486,0.05060332633390067,1,234,6619,1565,7950
1774,73,29364.3752120252,0.05618115301811301,1,1049,11853,2022,12826
1775,23,26217.98906772045,0.37728493104482186,1,170,5641,2305,7776
1776,31,62830.94499762523,0.07235047363562347,1,1273,11211,1884,11822
1777,61,24875.10555900889,0.10514972012976717,1,392,17086,2199,18893
1778,29,22152.751157387393,0.2521565199563834,1,462,8602,1425,9565
1779,43,23186.837677016356,0.12017001454081806,0,66,0,0,-66
1780,28,40522.04987444602,0.13139740201845215,1,55,10578,1433,11956
1781,19,21710.835849859715,0.2539234607200911,1,64,5960,1603,7499
1782,46,24808.59591142156,0.09475176360902994,1,206,5371,1883,7048
1783,73,27690.310815637524,0.04611179624698659,1,265,7509,1354,8598
1784,54,39304.28121959398,0.16559586670401594,1,423,5627,1472,6676
1785,46,22094.74790925043,0.029779292151771143,1,55,39367,1910,41222
1786,33,89031.67880509445,0.03895260087875146,1,691,5793,3804,8906
1787,24,24397.731354327912,0.045008061025226184,1,300,5845,1608,7153
1788,60,26715.38321556974,0.08119879670312789,1,1048,24303,2930,26185
1789,30,22854.12113611407,0.05839634519100721,1,306,5278,1448,6420
1790,30,20073.406188655033,0.3627086719085298,1,172,5280,1859,6967
1791,42,21514.350984654928,0.029487348197938208,0,22,0,0,-22
1792,26,39892.675141907814,0.010081871071698043,1,573,6208,1686,7321
1793,71,29190.337458728263,0.1948246846749562,1,394,5695,1384,6685
1794,23,20695.59693581694,0.11653747251971616,1,261,5477,1629,6845
1795,20,20951.79483769507,0.1189914007241102,1,707,5331,1649,6273
1796,33,25671.868376957074,0.2547214451084961,1,837,28832,1541,29536
1797,30,20254.62778395396,0.3482711889808769,1,1291,9222,1745,9676
1798,19,36684.07313963193,0.0256236451796911,1,1087,9123,1650,9686
1799,28,22512.834033486,0.17115087432710274,0,41,0,0,-41
1800,48,21556.160908194986,0.006983209984957375,1,433,12288,1602,13457
1801,18,25370.446489584312,0.02992694640585633,1,246,7419,1425,8598
1802,53,20789.278492698388,0.10058283059467216,1,151,7644,1376,8869
1803,52,22170.57883779242,0.02089744198873333,1,363,6391,1364,7392
1804,20,51428.04415536453,0.20564536409846393,0,14,0,0,-14
1805,75,29317.108031633892,0.003434222467050677,0,9,0,0,-9
1806,42,20251.89890768951,0.03816623817123441,1,684,10880,1579,11775
1807,31,80714.39141435055,0.3674185608228806,0,259,0,0,-259
1808,27,22874.092971899267,0.1046701985940213,1,349,7927,2144,9722
1809,31,20953.267313136977,0.10463181722032748,1,743,7069,1805,8131
1810,56,21591.047940551918,0.050164578886816406,1,381,6049,3177,8845
1811,41,33067.39161528124,0.08631415681172938,1,725,6532,1703,7510
1812,51,21699.32282737405,0.021740479339246197,0,44,0,0,-44
1813,50,28825.234019771662,0.06523003617515889,0,32,0,0,-32
1814,18,21993.357829476972,0.16717667657160956,1,771,7843,1558,8630
1815,49,35672.727519227,0.05443278402253581,1,517,5378,1447,6308
1816,20,42730.876120296976,0.018986676454924918,1,197,6621,1507,7931
1817,29,21628.41372239016,0.027659148104263183,1,688,7288,1385,7985
1818,24,20789.10440065339,0.09629078767312296,0,10,0,0,-10
1819,46,25513.85627245145,0.02454865711009524,1,247,8497,1413,9663
1820,66,25443.315768971,0.1697820623440621,1,544,9543,2581,11580
1821,41,20697.02415791456,0.03368610489848658,0,160,0,0,-160
1822,70,21041.736633524954,0.13534063966592708,0,50,0,0,-50
1823,26,23037.16116733644,0.11871818678638199,0,164,0,0,-164
1824,53,20209.460896652683,0.2741145311763843,1,498,6908,1412,7822
1825,47,23898.214382835573,0.060102607961515814,1,554,6698,2834,8978
1826,38,23034.095349373245,0.060914171751160893,0,5,0,0,-5
1827,51,20757.481929512684,0.08166958844977225,0,33,0,0,-33
1828,26,37214.77947417897,0.09265469938893085,1,418,6842,1586,8010
1829,29,36255.10426224244,0.19874372992413505,1,630,6788,4703,10861
1830,75,23430.31183663178,0.18298049588839888,0,54,0,0,-54
1831,67,29926.222984688873,0.0672538641471074,0,69,0,0,-69
1832,25,22090.167386365363,0.11098665919893254,1,176,8067,4019,11910
1833,41,20243.287281722103,0.23309399468814337,0,97,0,0,-97
1834,39,25549.66748130369,0.06213394535385261,1,878,10239,1650,11011
1835,65,25556.833576932855,0.04046805512648777,1,255,9251,1377,10373
1836,35,29243.536105095896,0.0017159078399856971,1,1308,14310,1541,14543
1837,68,34467.10249410306,0.04241573623695911,1,17,6002,1338,7323
1838,42,21878.864802637534,0.09725411623856532,1,1246,27265,4411,30430
1839,59,21006.57631718549,0.03861995569787461,0,1,0,0,-1
1840,20,48081.02025413194,0.027984606603429392,1,493,6328,1556,7391
1841,41,20714.539628351235,0.28606609411247524,0,39,0,0,-39
1842,72,43977.688432574294,0.22061165624086498,1,232,13511,1729,15008
1843,23,22658.805257651675,0.03037694670048582,1,652,5518,1403,6269
1844,35,29346.673428354025,0.3578845855891378,1,2372,57034,1469,56131
1845,28,23461.967848222263,0.25079755805936577,1,406,6223,2159,7976
1846,53,20982.91559700091,0.0055909031396924914,1,802,5601,1560,6359
1847,25,53735.364978897705,0.02555975037547944,0,2,0,0,-2
1848,42,25575.91072809671,0.07209625595108017,1,2066,56625,1761,56320
1849,26,20534.622113443194,0.0048043940146139524,0,37,0,0,-37
1850,37,31502.40720135937,0.07189320560729948,1,511,9924,1488,10901
1851,51,28154.184613648464,0.11979561140076779,0,61,0,0,-61
1852,26,28868.59401561492,0.44673509665314814,1,707,7409,3091,9793
1853,22,77753.00753451935,0.5796947892414711,0,45,0,0,-45
1854,65,25304.855342509672,0.05258200821391988,1,104,7255,1583,8734
1855,58,28278.40080600271,0.11905538708761107,0,19,0,0,-19
1856,54,26287.861389668757,0.02793287636575566,0,196,0,0,-196
1857,33,43560.427612804015,0.2488552370050645,1,67,13364,1396,14693
1858,25,24478.181868681273,0.031341403835027454,0,148,0,0,-148
1859,27,20117.580355527734,0.13216141006982224,0,167,0,0,-167
1860,46,29939.41004741489,0.5108476717323648,1,430,5495,1493,6558
1861,63,45818.78764905278,0.0665893727771944,1,868,5488,1377,5997
1862,20,21145.928377049393,0.07399002630385729,1,1616,7993,1406,7783
1863,18,25660.942340166315,0.02562668633740729,1,349,6035,1395,7081
1864,21,20538.019744791694,0.5487784990099395,0,17,0,0,-17
1865,43,29675.774077759783,0.05006292731575088,1,708,8166,1825,9283
1866,20,39313.82895399096,0.13789274863298545,1,434,11385,1575,12526
1867,27,21882.991949333456,0.2085128493721641,1,318,7441,1382,8505
1868,58,30301.6338153304,0.11142317435083571,1,863,6868,2153,8158
1869,32,29012.84062672855,0.1800526004681587,0,130,0,0,-130
1870,74,22157.548182855655,0.1411066943387028,0,18,0,0,-18
1871,59,21290.8644124845,0.0583079496761559,1,151,6799,1452,8100
1872,37,28071.696009813975,0.17418310953729566,0,2,0,0,-2
1873,23,27585.431940426388,6.744052060023368e-05,1,83,5479,1449,6845
1874,46,56171.88633257809,0.15691602143114697,0,6,0,0,-6
