ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
6994,1,1,818,1679,861
6995,0,0,23,0,-23
6996,1,1,1939,1505,-434
6997,0,0,26,0,-26
6998,0,0,2,0,-2
6999,1,1,264,1296,1032
7000,0,0,54,0,-54
7001,0,0,5,0,-5
7002,0,0,15,0,-15
7003,1,1,899,1413,514
7004,0,0,320,0,-320
7005,1,1,1190,1520,330
7006,0,0,115,0,-115
7007,1,1,1168,1278,110
7008,1,0,138,0,-138
7009,1,0,8,0,-8
7010,1,0,89,0,-89
7011,0,0,56,0,-56
7012,1,1,1106,1405,299
7013,0,0,6,0,-6
7014,1,0,16,0,-16
7015,1,1,721,1222,501
7016,1,0,75,0,-75
7017,1,1,193,1413,1220
7018,0,0,27,0,-27
7019,0,0,80,0,-80
7020,0,0,44,0,-44
7021,0,0,33,0,-33
7022,1,1,189,1487,1298
7023,1,1,600,1454,854
7024,1,1,404,1479,1075
7025,1,0,47,0,-47
7026,0,0,8,0,-8
7027,1,1,253,2420,2167
7028,1,0,22,0,-22
7029,0,0,14,0,-14
7030,1,0,33,0,-33
7031,0,0,13,0,-13
7032,1,1,252,1327,1075
7033,1,1,520,1367,847
7034,1,0,5,0,-5
7035,1,0,146,0,-146
7036,1,1,447,1398,951
7037,1,1,307,2557,2250
7038,0,0,83,0,-83
7039,1,0,57,0,-57
7040,1,0,7,0,-7
7041,1,0,165,0,-165
7042,1,0,73,0,-73
7043,0,0,2,0,-2
7044,1,0,5,0,-5
7045,1,1,430,1210,780
7046,0,0,23,0,-23
7047,0,0,55,0,-55
7048,0,0,31,0,-31
7049,0,0,36,0,-36
7050,1,1,571,1454,883
7051,1,0,31,0,-31
7052,1,1,1316,1332,16
7053,0,0,0,0,0
7054,1,1,570,1405,835
7055,1,1,257,2781,2524
7056,1,0,23,0,-23
7057,1,1,129,1859,1730
7058,0,0,2,0,-2
7059,1,0,18,0,-18
7060,0,0,74,0,-74
7061,1,0,3,0,-3
7062,1,0,23,0,-23
7063,1,0,6,0,-6
7064,1,1,1327,1770,443
7065,1,0,6,0,-6
7066,1,0,52,0,-52
7067,0,0,10,0,-10
7068,0,0,23,0,-23
7069,1,0,29,0,-29
7070,1,0,2,0,-2
7071,0,0,16,0,-16
7072,1,1,391,1871,1480
7073,1,1,1140,1719,579
7074,1,1,405,2344,1939
7075,1,1,325,1599,1274
7076,1,0,2,0,-2
7077,1,0,74,0,-74
7078,1,0,51,0,-51
7079,0,0,42,0,-42
7080,1,0,0,0,0
7081,1,1,357,1739,1382
7082,0,0,4,0,-4
7083,0,0,18,0,-18
7084,1,0,98,0,-98
7085,0,0,126,0,-126
7086,0,0,0,0,0
7087,1,0,5,0,-5
7088,1,0,7,0,-7
7089,1,0,117,0,-117
7090,0,0,109,0,-109
7091,0,0,1,0,-1
7092,1,1,401,1606,1205
7093,1,1,175,1269,1094
7094,1,0,24,0,-24
7095,1,1,153,1261,1108
7096,0,0,35,0,-35
7097,1,1,1080,1218,138
7098,1,0,75,0,-75
7099,1,1,590,1525,935
7100,1,0,89,0,-89
7101,0,0,56,0,-56
7102,0,0,7,0,-7
7103,0,0,0,0,0
7104,1,0,34,0,-34
7105,1,0,25,0,-25
7106,1,0,12,0,-12
7107,1,0,7,0,-7
7108,1,1,671,1510,839
7109,1,1,2135,1699,-436
7110,1,1,176,1298,1122
7111,1,0,15,0,-15
7112,0,0,16,0,-16
7113,1,0,2,0,-2
7114,0,0,0,0,0
7115,0,0,23,0,-23
7116,1,1,195,1583,1388
7117,0,0,9,0,-9
7118,1,1,46,1411,1365
7119,0,0,2,0,-2
7120,0,0,72,0,-72
7121,1,0,103,0,-103
7122,0,0,25,0,-25
7123,0,0,140,0,-140
7124,0,0,37,0,-37
7125,1,1,98,1372,1274
7126,1,1,58,1669,1611
7127,1,1,138,1452,1314
7128,0,0,61,0,-61
7129,1,0,62,0,-62
7130,0,0,28,0,-28
7131,1,1,430,1421,991
7132,1,0,13,0,-13
7133,0,0,11,0,-11
7134,1,1,177,1212,1035
7135,0,0,150,0,-150
7136,1,1,286,1379,1093
7137,0,0,37,0,-37
7138,1,1,949,1261,312
7139,1,1,452,1456,1004
7140,1,0,111,0,-111
7141,1,1,69,1920,1851
7142,1,1,297,2755,2458
7143,0,0,17,0,-17
7144,1,1,176,2119,1943
7145,1,0,77,0,-77
7146,0,0,27,0,-27
7147,1,1,187,1484,1297
7148,0,0,53,0,-53
7149,1,1,951,1224,273
7150,1,0,78,0,-78
7151,1,1,322,1553,1231
7152,0,0,94,0,-94
7153,0,0,86,0,-86
7154,1,1,1623,1374,-249
7155,1,1,347,1505,1158
7156,1,0,40,0,-40
7157,1,1,884,1646,762
7158,0,0,53,0,-53
7159,0,0,1,0,-1
7160,0,0,108,0,-108
7161,0,0,21,0,-21
7162,0,0,4,0,-4
7163,1,1,698,1509,811
7164,0,0,7,0,-7
7165,1,1,940,1279,339
7166,0,0,15,0,-15
7167,1,0,180,0,-180
7168,0,0,158,0,-158
7169,1,1,56,2267,2211
7170,0,0,4,0,-4
7171,1,1,547,1263,716
7172,1,1,238,1896,1658
7173,1,0,96,0,-96
7174,1,0,31,0,-31
7175,0,0,8,0,-8
7176,1,0,99,0,-99
7177,0,0,8,0,-8
7178,0,0,53,0,-53
7179,0,0,66,0,-66
7180,0,0,104,0,-104
7181,1,0,5,0,-5
7182,1,1,373,1309,936
7183,1,1,107,1781,1674
7184,0,0,67,0,-67
7185,0,0,79,0,-79
7186,1,1,558,3713,3155
7187,0,0,72,0,-72
7188,1,0,0,0,0
7189,1,0,51,0,-51
7190,0,0,12,0,-12
7191,0,0,55,0,-55
7192,1,1,385,1404,1019
7193,1,0,9,0,-9
7194,0,0,21,0,-21
7195,1,0,41,0,-41
7196,1,1,351,1710,1359
7197,1,1,14,1835,1821
7198,0,0,70,0,-70
7199,0,0,5,0,-5
7200,1,0,52,0,-52
7201,1,1,198,1227,1029
7202,0,0,128,0,-128
7203,1,0,47,0,-47
7204,1,0,3,0,-3
7205,1,0,29,0,-29
7206,0,0,49,0,-49
7207,1,1,175,1696,1521
7208,0,0,170,0,-170
7209,0,0,35,0,-35
7210,1,1,406,1266,860
7211,1,0,102,0,-102
7212,1,1,508,1273,765
7213,0,0,19,0,-19
7214,1,0,79,0,-79
7215,1,0,57,0,-57
7216,0,0,18,0,-18
7217,0,0,25,0,-25
7218,0,0,16,0,-16
7219,1,0,12,0,-12
7220,1,1,207,1364,1157
7221,1,1,295,1290,995
7222,1,0,34,0,-34
7223,0,0,4,0,-4
7224,1,1,1017,1370,353
7225,0,0,161,0,-161
7226,1,0,87,0,-87
7227,1,0,12,0,-12
7228,1,0,29,0,-29
7229,0,0,13,0,-13
7230,1,1,460,1938,1478
7231,1,0,159,0,-159
7232,1,0,14,0,-14
7233,1,0,18,0,-18
7234,1,1,734,1562,828
7235,1,1,744,1230,486
7236,1,1,552,1675,1123
7237,1,1,70,1257,1187
7238,1,0,101,0,-101
7239,1,1,137,1216,1079
7240,1,0,102,0,-102
7241,0,0,247,0,-247
7242,1,1,144,1484,1340
7243,1,0,9,0,-9
7244,0,0,202,0,-202
7245,1,0,16,0,-16
7246,0,0,137,0,-137
7247,1,1,82,1486,1404
7248,0,0,3,0,-3
7249,0,0,109,0,-109
7250,1,1,2114,1220,-894
7251,0,0,7,0,-7
7252,1,0,44,0,-44
7253,1,0,24,0,-24
7254,1,1,2080,1585,-495
7255,0,0,9,0,-9
7256,1,1,303,2358,2055
7257,1,0,85,0,-85
7258,1,0,159,0,-159
7259,1,1,1320,1615,295
7260,1,1,138,1205,1067
7261,1,0,8,0,-8
7262,1,0,82,0,-82
7263,0,0,16,0,-16
7264,1,1,625,1445,820
7265,1,0,5,0,-5
7266,1,0,39,0,-39
7267,1,1,516,1231,715
7268,1,0,25,0,-25
7269,1,1,125,1317,1192
7270,0,0,30,0,-30
7271,0,0,4,0,-4
7272,1,1,47,1209,1162
7273,1,1,722,1321,599
7274,1,0,80,0,-80
7275,1,1,32,1439,1407
7276,1,0,17,0,-17
7277,0,0,51,0,-51
7278,1,0,15,0,-15
7279,1,0,1,0,-1
7280,0,0,162,0,-162
7281,1,1,473,1538,1065
7282,1,0,12,0,-12
7283,0,0,63,0,-63
7284,0,0,8,0,-8
7285,1,0,5,0,-5
7286,0,0,22,0,-22
7287,0,0,1,0,-1
7288,1,1,134,2321,2187
7289,1,0,34,0,-34
7290,1,0,13,0,-13
7291,0,0,114,0,-114
7292,1,1,216,1254,1038
7293,1,0,83,0,-83
7294,1,0,109,0,-109
7295,1,0,15,0,-15
7296,1,1,389,1479,1090
7297,0,0,10,0,-10
7298,1,0,64,0,-64
7299,0,0,125,0,-125
7300,1,0,113,0,-113
7301,0,0,13,0,-13
7302,1,0,90,0,-90
7303,0,0,55,0,-55
7304,0,0,192,0,-192
7305,0,0,219,0,-219
7306,0,0,198,0,-198
7307,1,0,75,0,-75
7308,0,0,38,0,-38
7309,0,0,51,0,-51
7310,0,0,42,0,-42
7311,1,0,1,0,-1
7312,0,0,35,0,-35
7313,1,0,66,0,-66
7314,1,0,51,0,-51
7315,1,1,668,1247,579
7316,1,0,132,0,-132
7317,1,0,269,0,-269
7318,1,0,10,0,-10
7319,0,0,147,0,-147
7320,1,0,10,0,-10
7321,0,0,80,0,-80
7322,1,0,164,0,-164
7323,0,0,9,0,-9
7324,1,1,99,1254,1155
7325,1,1,1191,1895,704
7326,1,1,289,2321,2032
7327,1,1,1380,1295,-85
7328,1,1,331,1373,1042
7329,0,0,8,0,-8
7330,1,1,1812,1459,-353
7331,1,1,554,1891,1337
7332,1,1,298,1420,1122
7333,1,1,178,1552,1374
7334,1,0,18,0,-18
7335,1,1,81,1235,1154
7336,1,1,53,1393,1340
7337,1,0,49,0,-49
7338,1,0,3,0,-3
7339,1,0,22,0,-22
7340,0,0,6,0,-6
7341,1,1,554,4049,3495
7342,0,0,42,0,-42
7343,1,1,480,1207,727
7344,1,0,130,0,-130
7345,1,0,63,0,-63
7346,1,1,29,1328,1299
7347,0,0,0,0,0
7348,0,0,17,0,-17
7349,0,0,36,0,-36
7350,0,0,66,0,-66
7351,1,0,12,0,-12
7352,0,0,22,0,-22
7353,1,0,9,0,-9
7354,0,0,4,0,-4
7355,1,1,284,1720,1436
7356,1,1,522,1372,850
7357,1,0,19,0,-19
7358,0,0,60,0,-60
7359,0,0,62,0,-62
7360,1,0,1,0,-1
7361,1,0,171,0,-171
7362,0,0,52,0,-52
7363,1,0,66,0,-66
7364,1,0,136,0,-136
7365,0,0,8,0,-8
7366,1,0,13,0,-13
7367,0,0,90,0,-90
7368,1,0,73,0,-73
7369,1,1,69,1352,1283
7370,1,1,598,1566,968
7371,0,0,157,0,-157
7372,1,1,2778,1838,-940
7373,0,0,72,0,-72
7374,0,0,39,0,-39
7375,0,0,6,0,-6
7376,0,0,165,0,-165
7377,1,1,1471,1867,396
7378,0,0,167,0,-167
7379,0,0,70,0,-70
7380,1,0,86,0,-86
7381,0,0,38,0,-38
7382,1,1,414,1498,1084
7383,0,0,68,0,-68
7384,1,1,107,1448,1341
7385,0,0,41,0,-41
7386,1,1,165,2180,2015
7387,0,0,4,0,-4
7388,1,0,4,0,-4
7389,1,1,893,2953,2060
7390,1,1,2501,1435,-1066
7391,0,0,11,0,-11
7392,1,1,197,1204,1007
7393,1,1,431,1307,876
7394,1,0,17,0,-17
7395,1,0,94,0,-94
7396,1,0,14,0,-14
7397,1,0,42,0,-42
7398,1,1,880,1422,542
7399,1,1,300,1681,1381
7400,1,0,19,0,-19
7401,0,0,15,0,-15
7402,1,1,383,1241,858
7403,1,0,7,0,-7
7404,1,1,140,1727,1587
7405,0,0,45,0,-45
7406,1,0,37,0,-37
7407,1,0,127,0,-127
7408,1,0,34,0,-34
7409,1,1,377,1371,994
7410,1,0,0,0,0
7411,1,0,36,0,-36
7412,0,0,146,0,-146
7413,1,1,257,1231,974
7414,1,0,6,0,-6
7415,1,1,1080,1939,859
7416,1,0,17,0,-17
7417,0,0,87,0,-87
7418,1,1,286,1213,927
7419,0,0,15,0,-15
7420,0,0,65,0,-65
7421,1,1,987,1251,264
7422,1,1,57,1272,1215
7423,0,0,57,0,-57
7424,1,1,159,1509,1350
7425,1,1,97,1609,1512
7426,0,0,26,0,-26
7427,1,0,82,0,-82
7428,1,1,627,1364,737
7429,0,0,11,0,-11
7430,1,0,198,0,-198
7431,0,0,87,0,-87
7432,1,0,49,0,-49
7433,0,0,26,0,-26
7434,0,0,83,0,-83
7435,1,0,12,0,-12
7436,1,0,40,0,-40
7437,1,1,332,1224,892
7438,1,1,1054,1406,352
7439,1,0,86,0,-86
7440,0,0,58,0,-58
7441,0,0,13,0,-13
7442,1,0,47,0,-47
7443,0,0,5,0,-5
7444,1,0,45,0,-45
7445,1,0,90,0,-90
7446,1,1,465,1555,1090
7447,1,1,730,1221,491
7448,1,1,79,1694,1615
7449,0,0,35,0,-35
7450,0,0,1,0,-1
7451,1,1,302,1497,1195
7452,1,1,186,2649,2463
7453,0,0,65,0,-65
7454,1,1,1386,1333,-53
7455,0,0,59,0,-59
7456,1,1,315,1651,1336
7457,1,1,402,1308,906
7458,0,0,32,0,-32
7459,1,1,2286,1421,-865
7460,0,0,3,0,-3
7461,0,0,87,0,-87
7462,1,0,55,0,-55
7463,1,0,5,0,-5
7464,0,0,33,0,-33
7465,1,1,289,1303,1014
7466,1,1,305,1266,961
7467,0,0,91,0,-91
7468,0,0,50,0,-50
7469,1,1,756,1525,769
7470,1,0,0,0,0
7471,1,0,66,0,-66
7472,0,0,2,0,-2
7473,1,0,45,0,-45
7474,0,0,24,0,-24
7475,0,0,151,0,-151
7476,0,0,203,0,-203
7477,1,1,427,1298,871
7478,0,0,54,0,-54
7479,0,0,137,0,-137
7480,1,1,1121,1791,670
7481,1,1,124,1367,1243
7482,0,0,85,0,-85
7483,1,0,65,0,-65
7484,1,1,617,1265,648
7485,0,0,19,0,-19
7486,1,0,7,0,-7
7487,0,0,10,0,-10
7488,0,0,45,0,-45
7489,1,0,8,0,-8
7490,0,0,21,0,-21
7491,0,0,51,0,-51
7492,0,0,16,0,-16
7493,0,0,9,0,-9
7494,1,0,20,0,-20
7495,1,1,186,1310,1124
7496,1,0,4,0,-4
7497,1,0,82,0,-82
7498,1,1,666,1211,545
7499,1,0,86,0,-86
7500,0,0,95,0,-95
7501,0,0,94,0,-94
7502,0,0,14,0,-14
7503,0,0,1,0,-1
7504,1,1,428,1318,890
7505,1,0,73,0,-73
7506,1,1,1254,1304,50
7507,1,1,185,1430,1245
7508,1,1,1532,1489,-43
7509,1,1,164,1948,1784
7510,0,0,78,0,-78
7511,1,1,2268,1282,-986
7512,1,1,174,1493,1319
7513,1,1,229,1924,1695
7514,0,0,82,0,-82
7515,1,0,9,0,-9
7516,0,0,3,0,-3
7517,0,0,11,0,-11
7518,1,0,34,0,-34
7519,0,0,26,0,-26
7520,1,1,131,1228,1097
7521,0,0,20,0,-20
7522,1,0,10,0,-10
7523,0,0,8,0,-8
7524,0,0,14,0,-14
7525,1,1,96,1455,1359
7526,0,0,161,0,-161
7527,1,0,24,0,-24
7528,1,0,130,0,-130
7529,1,1,1979,1402,-577
7530,1,1,355,1473,1118
7531,0,0,1,0,-1
7532,0,0,26,0,-26
7533,1,1,114,1394,1280
7534,0,0,117,0,-117
7535,1,1,90,1213,1123
7536,1,1,324,1786,1462
7537,1,1,65,2001,1936
7538,0,0,340,0,-340
7539,1,1,175,1251,1076
7540,0,0,5,0,-5
7541,0,0,34,0,-34
7542,1,0,34,0,-34
7543,1,0,40,0,-40
7544,1,1,545,1308,763
7545,1,1,1337,1253,-84
7546,1,1,178,1657,1479
7547,1,0,6,0,-6
7548,1,0,70,0,-70
7549,1,0,14,0,-14
7550,1,1,287,1846,1559
7551,1,1,932,1419,487
7552,1,0,216,0,-216
7553,0,0,63,0,-63
7554,1,0,97,0,-97
7555,0,0,56,0,-56
7556,1,1,949,1693,744
7557,1,0,90,0,-90
7558,1,1,422,1592,1170
7559,1,1,277,1333,1056
7560,0,0,49,0,-49
7561,1,0,71,0,-71
7562,1,0,89,0,-89
7563,0,0,37,0,-37
7564,0,0,146,0,-146
7565,1,1,476,2001,1525
7566,1,1,230,1774,1544
7567,1,1,108,1556,1448
7568,1,1,751,1550,799
7569,0,0,1,0,-1
7570,0,0,73,0,-73
7571,1,1,41,1222,1181
7572,1,0,17,0,-17
7573,0,0,17,0,-17
7574,0,0,45,0,-45
7575,0,0,38,0,-38
7576,0,0,43,0,-43
7577,0,0,5,0,-5
7578,1,0,56,0,-56
7579,0,0,27,0,-27
7580,1,0,43,0,-43
7581,1,1,147,1350,1203
7582,1,0,14,0,-14
7583,1,0,158,0,-158
7584,0,0,20,0,-20
7585,1,0,7,0,-7
7586,1,1,176,1301,1125
7587,1,1,282,1336,1054
7588,1,1,1193,1602,409
7589,1,0,78,0,-78
7590,0,0,232,0,-232
7591,1,1,114,1540,1426
7592,1,1,669,1269,600
7593,0,0,16,0,-16
7594,1,1,922,1697,775
7595,1,1,533,1218,685
7596,1,0,83,0,-83
7597,1,1,216,1380,1164
7598,0,0,105,0,-105
7599,1,0,88,0,-88
7600,0,0,82,0,-82
7601,1,0,73,0,-73
7602,1,0,8,0,-8
7603,0,0,31,0,-31
7604,0,0,35,0,-35
7605,0,0,17,0,-17
7606,1,0,41,0,-41
7607,0,0,53,0,-53
7608,1,1,630,1201,571
7609,0,0,34,0,-34
7610,1,1,234,1704,1470
7611,1,1,278,1212,934
7612,1,0,20,0,-20
7613,1,0,40,0,-40
7614,1,0,2,0,-2
7615,1,0,29,0,-29
7616,1,0,44,0,-44
7617,1,0,9,0,-9
7618,1,1,44,1519,1475
7619,1,0,21,0,-21
7620,0,0,10,0,-10
7621,1,1,1573,1231,-342
7622,0,0,1,0,-1
7623,0,0,132,0,-132
7624,0,0,52,0,-52
7625,1,0,117,0,-117
7626,1,1,555,2200,1645
7627,1,0,49,0,-49
7628,1,0,68,0,-68
7629,1,0,18,0,-18
7630,1,1,196,1590,1394
7631,0,0,28,0,-28
7632,0,0,9,0,-9
7633,1,0,42,0,-42
7634,0,0,91,0,-91
7635,0,0,26,0,-26
7636,0,0,266,0,-266
7637,1,1,489,1476,987
7638,1,0,14,0,-14
7639,0,0,3,0,-3
7640,1,1,303,1776,1473
7641,1,1,465,1276,811
7642,0,0,39,0,-39
7643,0,0,52,0,-52
7644,0,0,8,0,-8
7645,1,0,12,0,-12
7646,0,0,14,0,-14
7647,1,1,118,1524,1406
7648,1,0,13,0,-13
7649,0,0,2,0,-2
7650,1,0,3,0,-3
7651,0,0,38,0,-38
7652,1,0,10,0,-10
7653,1,0,13,0,-13
7654,1,0,2,0,-2
7655,1,1,274,1330,1056
7656,1,1,738,1400,662
7657,1,0,24,0,-24
7658,0,0,60,0,-60
7659,0,0,20,0,-20
7660,0,0,91,0,-91
7661,1,0,45,0,-45
7662,1,1,519,1210,691
7663,0,0,0,0,0
7664,0,0,23,0,-23
7665,0,0,25,0,-25
7666,0,0,97,0,-97
7667,1,1,288,1607,1319
7668,1,0,4,0,-4
7669,1,1,1349,2019,670
7670,1,1,1820,1292,-528
7671,0,0,52,0,-52
7672,1,0,53,0,-53
7673,1,0,7,0,-7
7674,1,0,14,0,-14
7675,1,1,191,1948,1757
7676,0,0,13,0,-13
7677,1,0,28,0,-28
7678,0,0,17,0,-17
7679,1,0,21,0,-21
7680,1,1,391,2012,1621
7681,1,0,45,0,-45
7682,1,1,2180,1620,-560
7683,1,1,113,1286,1173
7684,1,0,172,0,-172
7685,1,0,23,0,-23
7686,0,0,13,0,-13
7687,0,0,3,0,-3
7688,1,0,21,0,-21
7689,1,0,256,0,-256
7690,1,1,1469,1368,-101
7691,1,0,23,0,-23
7692,0,0,12,0,-12
7693,1,0,9,0,-9
7694,1,0,276,0,-276
7695,1,1,949,1320,371
7696,0,0,76,0,-76
7697,1,1,205,1278,1073
7698,1,1,1670,1360,-310
7699,1,1,40,1373,1333
7700,1,1,303,2265,1962
7701,1,0,126,0,-126
7702,0,0,36,0,-36
7703,1,0,86,0,-86
7704,0,0,2,0,-2
7705,1,0,4,0,-4
7706,0,0,12,0,-12
7707,0,0,30,0,-30
7708,1,1,1061,1755,694
7709,0,0,33,0,-33
7710,1,1,875,1555,680
7711,1,0,43,0,-43
7712,1,0,43,0,-43
7713,0,0,65,0,-65
7714,1,1,437,2587,2150
7715,0,0,30,0,-30
7716,1,1,826,1312,486
7717,1,1,515,1237,722
7718,0,0,45,0,-45
7719,1,0,43,0,-43
7720,0,0,61,0,-61
7721,0,0,156,0,-156
7722,0,0,35,0,-35
7723,0,0,39,0,-39
7724,1,1,657,1304,647
7725,1,0,26,0,-26
7726,1,0,44,0,-44
7727,1,0,64,0,-64
7728,0,0,125,0,-125
7729,0,0,28,0,-28
7730,0,0,44,0,-44
7731,0,0,0,0,0
7732,1,1,22,1319,1297
7733,0,0,18,0,-18
7734,1,0,33,0,-33
7735,0,0,17,0,-17
7736,0,0,28,0,-28
7737,1,1,225,1322,1097
7738,0,0,36,0,-36
7739,0,0,4,0,-4
7740,0,0,44,0,-44
7741,0,0,3,0,-3
7742,1,1,373,1765,1392
7743,1,1,1420,1237,-183
7744,1,0,3,0,-3
7745,0,0,1,0,-1
7746,0,0,35,0,-35
7747,1,0,1,0,-1
7748,0,0,54,0,-54
7749,1,1,401,1350,949
7750,1,0,183,0,-183
7751,0,0,0,0,0
7752,0,0,44,0,-44
7753,0,0,118,0,-118
7754,0,0,16,0,-16
7755,1,0,119,0,-119
7756,1,1,591,1250,659
7757,1,0,96,0,-96
7758,1,0,212,0,-212
7759,1,0,133,0,-133
7760,1,0,88,0,-88
7761,0,0,46,0,-46
7762,1,1,319,1930,1611
7763,0,0,55,0,-55
7764,0,0,88,0,-88
7765,0,0,70,0,-70
7766,1,0,26,0,-26
7767,1,0,97,0,-97
7768,1,0,37,0,-37
7769,0,0,28,0,-28
7770,0,0,42,0,-42
7771,0,0,105,0,-105
7772,1,1,772,1284,512
7773,1,1,291,1367,1076
7774,0,0,29,0,-29
7775,1,1,1867,1399,-468
7776,0,0,173,0,-173
7777,0,0,56,0,-56
7778,0,0,48,0,-48
7779,0,0,15,0,-15
7780,1,1,366,1786,1420
7781,1,0,46,0,-46
7782,1,0,29,0,-29
7783,1,0,13,0,-13
7784,0,0,19,0,-19
7785,0,0,56,0,-56
7786,1,1,55,1388,1333
7787,1,0,36,0,-36
7788,1,1,1603,1434,-169
7789,1,0,120,0,-120
7790,1,1,653,1710,1057
7791,1,0,12,0,-12
7792,0,0,58,0,-58
7793,1,0,36,0,-36
7794,1,1,49,1801,1752
7795,1,1,123,2245,2122
7796,1,0,12,0,-12
7797,0,0,62,0,-62
7798,1,1,101,1300,1199
7799,0,0,9,0,-9
7800,1,0,17,0,-17
7801,1,0,95,0,-95
7802,0,0,15,0,-15
7803,1,1,548,1250,702
7804,0,0,42,0,-42
7805,1,1,1682,1315,-367
7806,0,0,74,0,-74
7807,0,0,291,0,-291
7808,1,1,155,1515,1360
7809,0,0,61,0,-61
7810,0,0,9,0,-9
7811,0,0,25,0,-25
7812,1,1,322,1374,1052
7813,1,1,279,1315,1036
7814,1,1,389,1443,1054
7815,1,0,30,0,-30
7816,0,0,80,0,-80
7817,1,0,51,0,-51
7818,0,0,86,0,-86
7819,0,0,34,0,-34
7820,1,1,68,2652,2584
7821,1,1,810,1319,509
7822,0,0,4,0,-4
7823,1,0,39,0,-39
7824,0,0,82,0,-82
7825,1,0,3,0,-3
7826,1,1,362,1302,940
7827,1,1,1142,1217,75
7828,1,1,420,1507,1087
7829,0,0,0,0,0
7830,0,0,8,0,-8
7831,1,0,101,0,-101
7832,1,1,1451,1620,169
7833,0,0,14,0,-14
7834,1,0,50,0,-50
7835,0,0,4,0,-4
7836,1,0,4,0,-4
7837,1,1,107,1480,1373
7838,1,0,38,0,-38
7839,1,0,75,0,-75
7840,1,0,5,0,-5
7841,0,0,36,0,-36
7842,0,0,9,0,-9
7843,1,1,208,1625,1417
7844,1,0,49,0,-49
7845,1,1,298,1669,1371
7846,1,1,69,1354,1285
7847,1,1,2290,1406,-884
7848,0,0,101,0,-101
7849,1,0,17,0,-17
7850,1,0,310,0,-310
7851,0,0,23,0,-23
7852,1,1,285,1311,1026
7853,0,0,46,0,-46
7854,1,1,1204,1244,40
7855,0,0,71,0,-71
7856,0,0,4,0,-4
7857,1,0,141,0,-141
7858,0,0,1,0,-1
7859,1,1,50,1219,1169
7860,0,0,115,0,-115
7861,0,0,40,0,-40
7862,0,0,124,0,-124
7863,1,0,226,0,-226
7864,1,1,1205,1637,432
7865,0,0,10,0,-10
7866,1,0,83,0,-83
7867,1,0,38,0,-38
7868,0,0,48,0,-48
7869,1,1,594,1228,634
7870,0,0,18,0,-18
7871,1,1,85,1387,1302
7872,1,0,85,0,-85
7873,1,0,61,0,-61
7874,1,1,212,1325,1113
7875,1,0,6,0,-6
7876,0,0,30,0,-30
7877,1,1,687,1722,1035
7878,0,0,19,0,-19
7879,0,0,112,0,-112
7880,0,0,65,0,-65
7881,1,0,97,0,-97
7882,0,0,298,0,-298
7883,1,1,229,1598,1369
7884,0,0,91,0,-91
7885,1,0,30,0,-30
7886,0,0,26,0,-26
7887,0,0,31,0,-31
7888,0,0,28,0,-28
7889,1,0,28,0,-28
7890,1,0,0,0,0
7891,0,0,57,0,-57
7892,1,1,1000,2806,1806
7893,0,0,85,0,-85
7894,1,1,778,3787,3009
7895,1,1,243,1633,1390
7896,1,0,117,0,-117
7897,0,0,9,0,-9
7898,1,1,1073,1281,208
7899,1,0,29,0,-29
7900,0,0,25,0,-25
7901,1,1,291,1245,954
7902,1,0,13,0,-13
7903,0,0,14,0,-14
7904,0,0,29,0,-29
7905,0,0,10,0,-10
7906,0,0,43,0,-43
7907,1,1,711,1414,703
7908,0,0,37,0,-37
7909,1,1,1078,1341,263
7910,1,1,1983,1518,-465
7911,0,0,188,0,-188
7912,0,0,5,0,-5
7913,0,0,25,0,-25
7914,0,0,9,0,-9
7915,0,0,36,0,-36
7916,1,0,100,0,-100
7917,0,0,18,0,-18
7918,1,1,100,1788,1688
7919,1,1,236,2214,1978
7920,1,1,299,1292,993
7921,1,0,0,0,0
7922,1,0,161,0,-161
7923,1,1,778,1207,429
7924,1,1,67,1582,1515
7925,0,0,5,0,-5
7926,0,0,4,0,-4
7927,1,1,1112,1598,486
7928,1,1,112,1765,1653
7929,0,0,2,0,-2
7930,1,1,320,1449,1129
7931,1,0,9,0,-9
7932,1,0,7,0,-7
7933,1,0,99,0,-99
7934,0,0,14,0,-14
7935,0,0,71,0,-71
7936,1,0,38,0,-38
7937,1,0,1,0,-1
7938,0,0,49,0,-49
7939,0,0,18,0,-18
7940,0,0,8,0,-8
7941,0,0,95,0,-95
7942,0,0,25,0,-25
7943,1,1,867,1215,348
7944,1,1,624,1217,593
7945,1,0,54,0,-54
7946,0,0,16,0,-16
7947,0,0,192,0,-192
7948,1,0,43,0,-43
7949,0,0,21,0,-21
7950,1,1,228,1276,1048
7951,0,0,46,0,-46
7952,0,0,4,0,-4
7953,0,0,137,0,-137
7954,0,0,13,0,-13
7955,0,0,5,0,-5
7956,1,1,2660,1614,-1046
7957,1,1,680,1433,753
7958,0,0,29,0,-29
7959,1,0,6,0,-6
7960,1,1,48,2023,1975
7961,1,1,731,1345,614
7962,1,0,3,0,-3
7963,1,0,28,0,-28
7964,1,0,72,0,-72
7965,1,1,1331,1728,397
7966,0,0,2,0,-2
7967,0,0,30,0,-30
7968,0,0,30,0,-30
7969,0,0,8,0,-8
7970,1,1,840,2071,1231
7971,1,1,1328,1260,-68
7972,1,0,38,0,-38
7973,0,0,13,0,-13
7974,1,1,438,1202,764
